Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Pooja Verma,78,32,57,94,Medium,Single,No formal education,No formal education,Farmer,Clerk,Mechanical,B.Com,0.35,Low
Karan Malhotra,69,54,60,90,Low,Single,Graduate,Secondary,Engineer,Manager,IT,B.Tech,0.3,Low
Prisha Singh,78,54,23,58,Low,Married,Secondary,Secondary,Unemployed,Manager,Electrical,B.Sc,0.6000000000000001,Medium
Varun Bose,51,97,33,59,Medium,Married,No formal education,Primary,Engineer,Laborer,CSE,B.Tech,0.35,Low
Anjali Reddy,69,22,48,51,Medium,Married,Secondary,Primary,Unemployed,Farmer,Mechanical,BA,0.5,Medium
Anika Kapoor,70,50,31,34,Low,Single,Postgraduate,Postgraduate,Business,Laborer,Mechanical,BA,0.8,High
Rohan Patel,32,41,61,58,Medium,Single,Graduate,Secondary,Unemployed,Unemployed,Mechanical,BA,0.5,Medium
Aarav Gupta,57,86,71,89,High,Married,Postgraduate,Graduate,Engineer,Engineer,Electrical,B.Tech,0.1,Low
Aditya Kumar,79,21,51,81,Low,Single,No formal education,Graduate,Unemployed,Manager,IT,B.Tech,0.45,Medium
Kritika Agarwal,76,82,48,91,Medium,Married,Postgraduate,Primary,Unemployed,Clerk,Civil,MBA,0.2,Low
Neha Sharma,33,34,29,86,Low,Married,No formal education,No formal education,Unemployed,Engineer,ECE,B.Tech,0.65,Medium
Suresh Patel,54,56,57,41,Medium,Married,Postgraduate,Graduate,Engineer,Manager,ECE,B.Sc,0.7000000000000001,High
Ira Das,49,86,58,82,High,Married,Secondary,Primary,Farmer,Clerk,Civil,M.Tech,0.1,Low
Vivaan Chopra,23,47,49,76,Low,Single,No formal education,Secondary,Laborer,Teacher,Biotech,BA,0.65,Medium
Ishaan Patel,64,47,69,44,High,Married,Graduate,Primary,Manager,Farmer,ECE,MBA,0.45,Medium
Rohan Reddy,58,74,39,64,High,Married,Primary,Primary,Laborer,Business,IT,B.Com,0.4,Low
Aarav Verma,51,99,39,91,High,Married,Postgraduate,Graduate,Engineer,Farmer,Biotech,B.Tech,0.1,Low
Prisha Das,50,55,93,55,Low,Married,Postgraduate,Graduate,Unemployed,Manager,Civil,B.Tech,0.45,Medium
Riya Rao,66,66,91,42,Medium,Single,Secondary,Graduate,Farmer,Teacher,Biotech,B.Tech,0.55,Medium
Swati Rao,69,37,63,33,Medium,Single,Secondary,Secondary,Engineer,Laborer,Civil,B.Sc,0.7000000000000001,High
Siddharth Gupta,95,88,96,87,Low,Single,Secondary,Secondary,Manager,Business,CSE,B.Sc,0.3,Low
Sai Verma,96,50,52,46,Medium,Single,Postgraduate,Graduate,Teacher,Laborer,Mechanical,B.Com,0.55,Medium
Vihaan Mishra,36,97,27,72,Low,Single,Graduate,No formal education,Unemployed,Unemployed,Biotech,B.Tech,0.45,Medium
Prisha Agarwal,34,27,30,71,Medium,Single,Graduate,No formal education,Clerk,Manager,Electrical,B.Com,0.55,Medium
Vikas Kapoor,52,99,100,95,Low,Single,No formal education,Primary,Unemployed,Unemployed,Biotech,M.Tech,0.3,Low
Kiara Mehta,91,85,37,54,High,Married,Graduate,Postgraduate,Laborer,Unemployed,Civil,B.Sc,0.25,Low
Siddharth Kapoor,45,47,29,37,Medium,Married,Postgraduate,No formal education,Manager,Manager,Biotech,B.Sc,0.7000000000000001,High
Vikas Mishra,100,72,66,70,High,Married,No formal education,Postgraduate,Teacher,Teacher,CSE,MBA,0.1,Low
Manish Gupta,90,37,37,32,Medium,Single,No formal education,Postgraduate,Engineer,Laborer,CSE,BA,0.7000000000000001,High
Diya Mehta,69,28,100,58,Low,Single,Primary,Graduate,Farmer,Engineer,Biotech,M.Tech,0.45,Medium
Priya Verma,75,97,50,84,High,Single,Secondary,Postgraduate,Laborer,Farmer,IT,BA,0.1,Low
Rahul Singh,75,55,21,61,Low,Single,Postgraduate,No formal education,Teacher,Clerk,Mechanical,B.Sc,0.6000000000000001,Medium
Prisha Reddy,88,39,71,88,Low,Single,Graduate,Postgraduate,Manager,Clerk,Electrical,B.Com,0.3,Low
Amit Patel,97,99,92,71,Low,Single,Secondary,Primary,Engineer,Laborer,Mechanical,B.Com,0.3,Low
Vivaan Iyer,86,55,51,84,High,Married,Postgraduate,No formal education,Farmer,Farmer,Mechanical,B.Sc,0.1,Low
Manish Rao,48,25,74,62,Low,Single,Secondary,Postgraduate,Manager,Manager,CSE,B.Com,0.6000000000000001,Medium
Aadhya Malhotra,60,64,96,37,High,Married,Primary,Graduate,Unemployed,Manager,ECE,B.Com,0.45,Medium
Rohan Malhotra,93,32,39,32,High,Married,Graduate,Primary,Teacher,Manager,CSE,BA,0.6000000000000001,Medium
Aadhya Das,42,70,70,32,Low,Single,Primary,Secondary,Farmer,Engineer,Electrical,B.Tech,0.65,Medium
Anjali Verma,42,99,60,74,High,Married,Graduate,Primary,Clerk,Manager,Electrical,B.Com,0.1,Low
Amit Sharma,82,94,60,74,Low,Single,Secondary,Graduate,Farmer,Engineer,CSE,B.Tech,0.3,Low
Manish Singh,81,47,70,88,Low,Single,Postgraduate,Graduate,Business,Teacher,Civil,M.Tech,0.3,Low
Sakshi Rao,79,75,33,43,Low,Married,Postgraduate,Secondary,Clerk,Teacher,ECE,B.Tech,0.65,Medium
Rohan Yadav,21,89,25,76,Medium,Single,No formal education,Postgraduate,Teacher,Teacher,Biotech,B.Com,0.35,Low
Karan Mishra,91,37,85,89,Low,Single,No formal education,No formal education,Clerk,Manager,CSE,B.Sc,0.3,Low
Pari Agarwal,76,49,74,75,Medium,Married,Primary,Primary,Manager,Unemployed,ECE,B.Tech,0.2,Low
Anjali Kapoor,28,98,77,32,High,Married,Primary,Postgraduate,Engineer,Manager,IT,M.Tech,0.45,Medium
Sai Nair,28,75,40,92,High,Married,Primary,Graduate,Farmer,Business,ECE,MBA,0.25,Low
Varun Gupta,61,65,62,41,High,Single,No formal education,Secondary,Unemployed,Farmer,Electrical,B.Tech,0.45,Medium
Vihaan Chopra,99,58,88,62,High,Single,Primary,Graduate,Clerk,Teacher,Biotech,B.Tech,0.25,Low
Amit Rao,21,46,73,31,Medium,Single,Primary,Primary,Unemployed,Business,ECE,M.Tech,0.7000000000000001,High
Vivaan Verma,87,49,20,54,High,Married,Primary,Secondary,Manager,Clerk,Mechanical,B.Sc,0.4,Low
Kiara Mishra,93,34,75,48,High,Single,Postgraduate,No formal education,Laborer,Laborer,ECE,B.Tech,0.45,Medium
Pari Sharma,74,74,98,79,High,Married,Secondary,No formal education,Clerk,Clerk,IT,B.Tech,0.1,Low
Suresh Menon,52,67,55,62,Low,Single,Graduate,No formal education,Laborer,Laborer,Mechanical,MBA,0.6000000000000001,Medium
Ishaan Nair,79,20,23,99,Medium,Married,Secondary,Postgraduate,Farmer,Unemployed,Mechanical,M.Tech,0.35,Low
Ira Mehta,32,82,72,68,Low,Married,Primary,Postgraduate,Teacher,Unemployed,Mechanical,B.Tech,0.3,Low
Varun Kapoor,35,65,20,70,Low,Married,Postgraduate,Postgraduate,Farmer,Laborer,Biotech,M.Tech,0.45,Medium
Aadhya Agarwal,44,35,62,50,High,Married,Secondary,Primary,Teacher,Clerk,ECE,M.Tech,0.4,Low
Ananya Nair,90,26,61,94,High,Single,Graduate,Graduate,Clerk,Engineer,Mechanical,B.Com,0.25,Low
Kiara Kumar,27,59,83,81,Low,Married,Primary,Postgraduate,Unemployed,Business,IT,B.Tech,0.45,Medium
Shreya Yadav,31,34,62,50,Medium,Married,Postgraduate,Graduate,Manager,Teacher,Civil,M.Tech,0.5,Medium
Rohan Menon,89,90,88,52,Medium,Single,Primary,No formal education,Engineer,Manager,Electrical,MBA,0.35,Low
Ananya Gupta,22,50,22,62,Medium,Single,Postgraduate,Graduate,Laborer,Farmer,CSE,B.Com,0.7000000000000001,High
Karan Verma,36,42,97,58,Medium,Married,Secondary,Secondary,Unemployed,Teacher,Mechanical,M.Tech,0.5,Medium
Vikas Kumar,65,92,72,86,Medium,Married,Graduate,Postgraduate,Farmer,Farmer,Biotech,B.Sc,0.2,Low
Kiara Mishra,77,95,90,58,Low,Married,Secondary,Graduate,Teacher,Laborer,Civil,B.Com,0.45,Medium
Aadhya Nair,61,33,31,79,Low,Married,Postgraduate,Postgraduate,Unemployed,Manager,IT,B.Tech,0.45,Medium
Ira Gupta,64,41,43,44,Low,Single,Graduate,Postgraduate,Unemployed,Laborer,CSE,MBA,0.8,High
Myra Sharma,45,54,78,85,High,Single,Primary,Postgraduate,Unemployed,Clerk,Biotech,BA,0.25,Low
Arjun Singh,55,69,33,44,High,Single,Postgraduate,Postgraduate,Teacher,Manager,Civil,B.Tech,0.6000000000000001,Medium
Rakesh Singh,62,70,26,58,Low,Married,Postgraduate,Postgraduate,Teacher,Business,Electrical,B.Com,0.6000000000000001,Medium
Vikas Rao,91,98,85,80,High,Single,Postgraduate,Secondary,Manager,Clerk,Civil,M.Tech,0.1,Low
Varun Sharma,51,26,92,31,High,Single,Graduate,Primary,Engineer,Manager,Electrical,MBA,0.6000000000000001,Medium
Ira Mishra,98,58,55,70,Medium,Married,Secondary,Secondary,Unemployed,Farmer,Civil,BA,0.2,Low
Vihaan Malhotra,94,41,74,47,Medium,Married,Secondary,Primary,Manager,Engineer,IT,B.Com,0.55,Medium
Rahul Chopra,92,33,70,33,High,Married,Primary,Secondary,Business,Clerk,Biotech,M.Tech,0.45,Medium
Sai Agarwal,92,26,79,84,Medium,Married,Graduate,Postgraduate,Manager,Clerk,Mechanical,BA,0.2,Low
Rahul Mehta,90,29,68,91,High,Married,Primary,Secondary,Manager,Unemployed,IT,M.Tech,0.1,Low
Vihaan Kumar,46,27,76,42,High,Married,Graduate,Graduate,Clerk,Farmer,Mechanical,M.Tech,0.6000000000000001,Medium
Meera Rao,23,100,20,92,High,Single,Graduate,Postgraduate,Teacher,Teacher,ECE,B.Sc,0.25,Low
Reyansh Verma,84,61,56,31,Low,Single,Graduate,Postgraduate,Teacher,Business,Electrical,B.Com,0.65,Medium
Krishna Sharma,25,43,48,41,Low,Married,Secondary,Primary,Manager,Teacher,ECE,B.Com,1.0,High
Saanvi Singh,62,35,56,87,Low,Married,Postgraduate,No formal education,Teacher,Clerk,ECE,B.Sc,0.45,Medium
Aadhya Kumar,54,81,82,39,Medium,Married,Postgraduate,Secondary,Clerk,Unemployed,Biotech,B.Com,0.55,Medium
Aditya Iyer,60,67,64,87,Low,Single,No formal education,No formal education,Farmer,Laborer,Civil,B.Com,0.3,Low
Aditya Bose,29,44,73,69,Medium,Married,Postgraduate,Secondary,Laborer,Manager,CSE,B.Sc,0.35,Low
Riya Verma,33,90,92,61,High,Single,Primary,Graduate,Laborer,Unemployed,Mechanical,B.Tech,0.25,Low
Meera Bose,76,71,33,49,Low,Single,Postgraduate,Primary,Business,Unemployed,Civil,B.Com,0.65,Medium
Ira Singh,56,73,91,75,Low,Single,Secondary,Secondary,Business,Business,IT,B.Com,0.3,Low
Aditya Bose,94,62,26,46,Medium,Single,Secondary,Graduate,Manager,Unemployed,Civil,BA,0.55,Medium
Rakesh Sharma,88,97,59,57,Low,Single,Graduate,Graduate,Unemployed,Clerk,Mechanical,M.Tech,0.45,Medium
Vihaan Mishra,72,24,23,96,Low,Single,Graduate,Postgraduate,Teacher,Laborer,Civil,MBA,0.65,Medium
Neha Menon,22,43,43,49,Low,Married,Secondary,Secondary,Laborer,Unemployed,CSE,BA,1.0,High
Kritika Chopra,97,24,75,89,Low,Single,Secondary,No formal education,Unemployed,Teacher,CSE,B.Sc,0.3,Low
Sakshi Menon,94,46,52,69,High,Single,Graduate,Graduate,Teacher,Manager,CSE,BA,0.1,Low
Varun Kapoor,43,29,90,54,High,Single,Primary,Postgraduate,Teacher,Farmer,Electrical,BA,0.4,Low
Sakshi Chopra,98,38,34,30,Medium,Single,No formal education,Graduate,Teacher,Farmer,ECE,BA,0.7000000000000001,High
Rohan Mehta,25,27,91,46,Low,Single,Graduate,Graduate,Teacher,Engineer,Civil,B.Tech,0.8,High
Siddharth Mehta,60,56,99,71,Medium,Married,Primary,Postgraduate,Unemployed,Teacher,Civil,B.Sc,0.2,Low
Amit Nair,39,40,86,33,Low,Single,Graduate,Postgraduate,Engineer,Unemployed,Mechanical,BA,0.8,High
Manish Mishra,73,66,84,71,Low,Married,Graduate,Graduate,Laborer,Unemployed,IT,M.Tech,0.3,Low
Siddharth Nair,22,74,53,86,Low,Married,Secondary,Primary,Manager,Business,ECE,BA,0.45,Medium
Karan Iyer,90,79,52,90,Medium,Married,No formal education,Graduate,Engineer,Unemployed,Civil,B.Com,0.2,Low
Vikas Chopra,81,79,78,36,Medium,Single,Primary,Postgraduate,Teacher,Manager,Electrical,B.Com,0.55,Medium
Kiara Gupta,39,71,86,37,High,Single,Postgraduate,Primary,Farmer,Laborer,Biotech,M.Tech,0.45,Medium
Meera Mehta,68,52,35,86,Low,Single,Secondary,Primary,Farmer,Manager,Biotech,MBA,0.45,Medium
Pooja Rao,74,24,62,79,High,Married,Postgraduate,Postgraduate,Clerk,Unemployed,CSE,M.Tech,0.25,Low
Karan Sharma,71,68,59,90,High,Married,No formal education,Primary,Clerk,Manager,CSE,B.Sc,0.1,Low
Sai Malhotra,53,37,91,76,Low,Married,Secondary,No formal education,Unemployed,Laborer,CSE,MBA,0.3,Low
Aadhya Gupta,97,30,98,63,High,Single,Postgraduate,Graduate,Farmer,Unemployed,Civil,B.Tech,0.25,Low
Varun Gupta,85,71,82,43,Medium,Single,No formal education,Graduate,Farmer,Manager,Biotech,B.Tech,0.55,Medium
Rakesh Nair,80,56,27,66,Low,Single,Graduate,Postgraduate,Manager,Business,Electrical,BA,0.45,Medium
Kiara Malhotra,77,39,57,82,Low,Single,Secondary,No formal education,Unemployed,Farmer,IT,MBA,0.45,Medium
Saanvi Gupta,20,26,80,36,Low,Married,Postgraduate,Secondary,Teacher,Unemployed,CSE,B.Com,0.8,High
Diya Mehta,26,39,64,66,High,Married,Primary,Primary,Unemployed,Teacher,CSE,B.Tech,0.25,Low
Sai Das,42,99,80,76,High,Married,Secondary,Graduate,Clerk,Business,IT,MBA,0.1,Low
Manish Verma,74,61,96,87,High,Married,Secondary,Primary,Teacher,Business,Civil,M.Tech,0.1,Low
Priya Iyer,98,53,41,37,Medium,Single,Graduate,Secondary,Business,Farmer,IT,M.Tech,0.55,Medium
Diya Kumar,47,76,57,35,High,Married,No formal education,Primary,Manager,Clerk,IT,MBA,0.45,Medium
Kritika Reddy,49,76,74,80,High,Married,Graduate,Postgraduate,Laborer,Farmer,IT,B.Tech,0.1,Low
Saanvi Malhotra,87,60,63,93,Low,Married,Secondary,Postgraduate,Business,Unemployed,Electrical,B.Com,0.3,Low
Shreya Nair,98,70,86,95,Low,Married,Secondary,Postgraduate,Unemployed,Unemployed,ECE,B.Com,0.3,Low
Arjun Chopra,84,71,41,66,High,Single,Secondary,Graduate,Engineer,Engineer,Mechanical,B.Tech,0.1,Low
Diya Sharma,92,99,93,85,Low,Single,Secondary,Secondary,Business,Clerk,ECE,BA,0.3,Low
Myra Kapoor,95,33,32,44,Low,Single,Postgraduate,Secondary,Engineer,Farmer,Civil,M.Tech,0.8,High
Amit Rao,74,85,98,100,High,Married,Postgraduate,Primary,Farmer,Teacher,ECE,B.Com,0.1,Low
Suresh Malhotra,93,72,35,94,High,Single,No formal education,Graduate,Engineer,Clerk,Biotech,MBA,0.1,Low
Myra Reddy,21,25,39,48,High,Married,Secondary,Primary,Manager,Business,Biotech,B.Sc,0.8,High
Diya Singh,21,62,62,67,High,Single,Postgraduate,Postgraduate,Farmer,Manager,Biotech,MBA,0.25,Low
Vihaan Chopra,38,28,56,90,High,Married,Postgraduate,Postgraduate,Manager,Engineer,Mechanical,BA,0.25,Low
Meera Yadav,20,57,42,61,Medium,Single,Graduate,Postgraduate,Manager,Engineer,IT,B.Sc,0.7000000000000001,High
Sakshi Menon,30,53,75,40,Medium,Single,Graduate,Secondary,Engineer,Unemployed,Mechanical,B.Sc,0.7000000000000001,High
Aadhya Menon,99,43,74,87,Medium,Married,Postgraduate,Postgraduate,Manager,Manager,Mechanical,B.Com,0.2,Low
Rohan Yadav,55,62,85,63,Medium,Married,No formal education,Primary,Unemployed,Engineer,CSE,MBA,0.35,Low
Arjun Rao,37,94,47,83,Low,Married,Postgraduate,Graduate,Manager,Teacher,Mechanical,M.Tech,0.45,Medium
Karan Iyer,28,94,46,62,Medium,Single,Postgraduate,Postgraduate,Farmer,Unemployed,ECE,B.Com,0.5,Medium
Aadhya Kumar,87,56,57,91,High,Single,Graduate,Secondary,Farmer,Laborer,CSE,B.Com,0.1,Low
Amit Kumar,72,90,71,47,High,Single,Primary,No formal education,Unemployed,Manager,Biotech,BA,0.45,Medium
Kiara Rao,62,98,52,96,Low,Married,Primary,No formal education,Unemployed,Laborer,ECE,M.Tech,0.3,Low
Amit Das,36,77,58,60,Low,Single,Primary,Graduate,Manager,Teacher,CSE,MBA,0.6000000000000001,Medium
Aadhya Verma,72,40,56,68,Medium,Married,Graduate,Primary,Farmer,Farmer,ECE,M.Tech,0.35,Low
Vikas Kapoor,29,46,89,31,Medium,Single,Postgraduate,Graduate,Laborer,Unemployed,Civil,B.Tech,0.7000000000000001,High
Riya Iyer,60,58,64,95,Medium,Married,Graduate,Primary,Laborer,Business,Mechanical,M.Tech,0.2,Low
Kritika Gupta,57,30,86,33,Low,Single,Secondary,Primary,Teacher,Farmer,Biotech,MBA,0.8,High
Amit Das,89,68,75,35,Medium,Married,Graduate,Postgraduate,Teacher,Engineer,Electrical,MBA,0.55,Medium
Siddharth Chopra,40,88,56,87,Low,Married,Primary,No formal education,Farmer,Clerk,Biotech,B.Sc,0.3,Low
Manish Malhotra,41,98,89,88,Low,Single,Primary,Primary,Clerk,Unemployed,IT,BA,0.3,Low
Meera Patel,68,86,75,67,Low,Married,Graduate,Postgraduate,Teacher,Laborer,Civil,MBA,0.3,Low
Siddharth Agarwal,63,43,80,48,High,Married,Graduate,No formal education,Teacher,Clerk,CSE,MBA,0.45,Medium
Anjali Rao,81,77,91,58,Medium,Married,No formal education,No formal education,Teacher,Laborer,Biotech,MBA,0.35,Low
Myra Sharma,49,48,54,74,High,Married,Graduate,Primary,Laborer,Business,ECE,B.Sc,0.25,Low
Ira Rao,36,77,83,34,Low,Married,Secondary,Primary,Business,Business,Biotech,MBA,0.65,Medium
Kritika Kapoor,80,47,27,46,Medium,Single,Primary,Primary,Manager,Business,CSE,B.Com,0.7000000000000001,High
Sakshi Reddy,40,52,25,49,Medium,Married,Secondary,Secondary,Clerk,Laborer,Electrical,BA,0.9,High
Saanvi Chopra,78,24,57,43,Low,Married,Graduate,Postgraduate,Business,Farmer,IT,MBA,0.8,High
Ishaan Bose,73,56,71,88,Low,Married,Secondary,Graduate,Engineer,Unemployed,Mechanical,MBA,0.3,Low
Sakshi Kumar,53,75,83,59,Low,Single,Primary,Postgraduate,Teacher,Farmer,Mechanical,MBA,0.45,Medium
Rakesh Agarwal,97,62,65,98,Medium,Married,No formal education,No formal education,Teacher,Laborer,ECE,M.Tech,0.2,Low
Amit Das,98,53,60,65,Low,Married,Secondary,No formal education,Laborer,Manager,CSE,M.Tech,0.3,Low
Krishna Malhotra,91,96,61,56,Low,Single,Primary,No formal education,Clerk,Clerk,Electrical,MBA,0.45,Medium
Vivaan Nair,23,35,50,94,Medium,Single,Graduate,Primary,Clerk,Clerk,Mechanical,BA,0.55,Medium
Rahul Sharma,90,99,26,71,High,Single,No formal education,Postgraduate,Farmer,Unemployed,Mechanical,B.Sc,0.1,Low
Rahul Menon,46,78,55,55,Medium,Married,Graduate,No formal education,Manager,Teacher,Civil,B.Sc,0.5,Medium
Sai Reddy,85,78,29,70,Medium,Married,Postgraduate,Graduate,Manager,Business,Biotech,MBA,0.2,Low
Siddharth Iyer,57,65,83,73,High,Married,Postgraduate,Postgraduate,Business,Business,CSE,B.Com,0.1,Low
Varun Reddy,61,50,100,79,Low,Single,Graduate,No formal education,Business,Engineer,IT,B.Com,0.3,Low
Aditya Rao,29,91,48,74,Low,Married,Primary,Secondary,Unemployed,Teacher,Civil,M.Tech,0.45,Medium
Kiara Malhotra,87,84,40,39,Medium,Married,No formal education,No formal education,Farmer,Teacher,Mechanical,B.Com,0.55,Medium
Riya Reddy,82,57,57,70,Low,Single,Primary,No formal education,Manager,Teacher,Biotech,BA,0.3,Low
Shreya Mishra,99,53,79,55,Low,Single,Secondary,No formal education,Business,Clerk,Biotech,B.Sc,0.45,Medium
Akash Malhotra,42,31,41,66,Medium,Single,Primary,Postgraduate,Laborer,Clerk,ECE,B.Com,0.55,Medium
Manish Reddy,22,93,52,41,Low,Single,Postgraduate,No formal education,Teacher,Business,Mechanical,BA,0.8,High
Sai Iyer,93,60,94,37,High,Single,Secondary,Graduate,Farmer,Engineer,ECE,M.Tech,0.45,Medium
Shreya Mishra,50,39,61,68,Medium,Single,No formal education,Postgraduate,Farmer,Farmer,ECE,B.Com,0.35,Low
Swati Sharma,49,53,84,76,Medium,Single,Primary,Primary,Teacher,Laborer,Civil,BA,0.2,Low
Arjun Rao,89,73,31,53,Medium,Single,Secondary,Primary,Farmer,Farmer,ECE,B.Tech,0.35,Low
Arjun Mishra,41,99,31,56,High,Single,Primary,No formal education,Engineer,Farmer,Electrical,B.Com,0.4,Low
Suresh Gupta,91,24,40,97,High,Single,Postgraduate,Postgraduate,Laborer,Farmer,Biotech,BA,0.25,Low
Meera Nair,58,66,40,54,Low,Single,Postgraduate,Postgraduate,Teacher,Unemployed,CSE,M.Tech,0.6000000000000001,Medium
Aarav Patel,47,44,61,80,High,Single,No formal education,Graduate,Clerk,Teacher,IT,BA,0.25,Low
Diya Das,100,71,82,36,Medium,Single,Graduate,No formal education,Clerk,Unemployed,Biotech,MBA,0.55,Medium
Kritika Kumar,92,31,99,44,High,Married,Secondary,No formal education,Unemployed,Business,CSE,B.Sc,0.45,Medium
Krishna Iyer,46,40,22,61,Medium,Married,Postgraduate,Secondary,Unemployed,Laborer,Civil,B.Tech,0.7000000000000001,High
Akash Mehta,52,86,80,80,Medium,Single,Graduate,Graduate,Teacher,Business,Mechanical,M.Tech,0.2,Low
Anika Mehta,78,39,48,39,Medium,Single,No formal education,Graduate,Clerk,Unemployed,Biotech,BA,0.7000000000000001,High
Vihaan Menon,84,29,31,37,Medium,Married,No formal education,Primary,Clerk,Laborer,CSE,BA,0.7000000000000001,High
Vihaan Iyer,71,79,22,31,Medium,Married,Graduate,Postgraduate,Laborer,Laborer,Biotech,MBA,0.7000000000000001,High
Arjun Reddy,51,37,51,57,High,Married,No formal education,No formal education,Farmer,Manager,Biotech,M.Tech,0.4,Low
Akash Malhotra,60,86,21,33,High,Married,No formal education,Secondary,Laborer,Unemployed,ECE,B.Sc,0.6000000000000001,Medium
Neha Das,43,47,58,57,Low,Married,Secondary,Postgraduate,Engineer,Manager,Mechanical,M.Tech,0.6000000000000001,Medium
Priya Sharma,89,87,90,54,High,Single,Primary,Graduate,Unemployed,Business,IT,MBA,0.25,Low
Karan Singh,83,43,38,97,Medium,Single,Secondary,Postgraduate,Engineer,Business,Mechanical,B.Com,0.35,Low
Ira Kapoor,34,47,99,44,High,Married,No formal education,Primary,Teacher,Engineer,IT,B.Sc,0.45,Medium
Rohan Menon,74,83,89,56,High,Married,Primary,Graduate,Teacher,Clerk,ECE,MBA,0.25,Low
Shreya Gupta,22,24,53,60,Medium,Married,Graduate,Secondary,Laborer,Engineer,Civil,B.Com,0.7000000000000001,High
Arjun Malhotra,86,75,81,64,Low,Married,Primary,Graduate,Teacher,Farmer,CSE,BA,0.45,Medium
Kiara Nair,49,33,78,72,Medium,Single,Postgraduate,Graduate,Laborer,Manager,CSE,B.Tech,0.35,Low
Sai Bose,53,65,85,68,Low,Single,No formal education,Secondary,Farmer,Engineer,Mechanical,BA,0.3,Low
Aarav Gupta,42,89,34,69,High,Single,Graduate,No formal education,Laborer,Farmer,Electrical,BA,0.25,Low
Ira Mehta,35,33,59,79,Low,Single,Graduate,No formal education,Teacher,Farmer,Civil,M.Tech,0.45,Medium
Pooja Reddy,22,62,63,73,High,Married,Graduate,Secondary,Teacher,Engineer,Biotech,BA,0.25,Low
Aditya Rao,84,51,68,94,Medium,Single,Graduate,Graduate,Engineer,Farmer,IT,B.Tech,0.2,Low
Ira Gupta,45,57,54,70,Medium,Married,Postgraduate,Secondary,Laborer,Laborer,CSE,B.Tech,0.35,Low
Karan Nair,49,20,31,41,High,Married,Primary,Primary,Teacher,Manager,ECE,MBA,0.8,High
Varun Malhotra,68,95,80,64,High,Single,No formal education,Graduate,Laborer,Clerk,IT,MBA,0.25,Low
Ishaan Reddy,49,88,67,37,High,Married,Graduate,No formal education,Engineer,Clerk,CSE,M.Tech,0.45,Medium
Diya Yadav,97,93,30,82,High,Married,No formal education,Postgraduate,Farmer,Farmer,ECE,BA,0.1,Low
Aditya Kumar,53,22,50,65,High,Married,Postgraduate,Secondary,Manager,Clerk,IT,BA,0.25,Low
Kiara Mishra,24,21,73,52,Medium,Married,Postgraduate,Secondary,Engineer,Farmer,IT,B.Sc,0.7000000000000001,High
Priya Bose,96,65,52,66,High,Married,Graduate,Postgraduate,Engineer,Business,ECE,B.Tech,0.1,Low
Vihaan Kapoor,80,65,75,46,Medium,Married,Primary,Postgraduate,Unemployed,Unemployed,CSE,BA,0.55,Medium
Rakesh Singh,28,77,46,64,Medium,Married,Postgraduate,Secondary,Teacher,Business,ECE,B.Com,0.5,Medium
Aadhya Patel,35,72,47,100,Low,Single,Graduate,Secondary,Farmer,Manager,Biotech,M.Tech,0.45,Medium
Suresh Gupta,25,26,31,86,Low,Married,Postgraduate,No formal education,Engineer,Teacher,Biotech,M.Tech,0.65,Medium
Sai Verma,63,77,71,39,High,Single,No formal education,Secondary,Engineer,Engineer,CSE,M.Tech,0.45,Medium
Saanvi Menon,56,42,100,61,Medium,Married,Primary,Postgraduate,Clerk,Clerk,Civil,B.Sc,0.35,Low
Aadhya Patel,88,80,65,81,High,Married,Postgraduate,Postgraduate,Clerk,Farmer,CSE,B.Sc,0.1,Low
Arjun Mishra,73,61,68,65,High,Married,Graduate,No formal education,Business,Farmer,Electrical,MBA,0.1,Low
Manish Nair,36,28,87,89,Low,Married,No formal education,No formal education,Farmer,Manager,CSE,BA,0.45,Medium
Vivaan Patel,35,29,58,81,Medium,Married,Graduate,No formal education,Clerk,Farmer,CSE,MBA,0.35,Low
Anjali Agarwal,78,66,58,52,High,Married,Graduate,Primary,Teacher,Business,ECE,BA,0.25,Low
Pooja Agarwal,81,57,91,93,Medium,Single,No formal education,Graduate,Teacher,Farmer,Mechanical,B.Sc,0.2,Low
Aadhya Iyer,42,62,32,50,Low,Single,Postgraduate,Primary,Laborer,Teacher,Civil,MBA,0.6000000000000001,Medium
Vivaan Kapoor,94,27,98,82,High,Married,Graduate,No formal education,Laborer,Teacher,Mechanical,M.Tech,0.1,Low
Kiara Chopra,46,90,47,76,Medium,Single,Graduate,Secondary,Teacher,Laborer,CSE,M.Tech,0.2,Low
Varun Malhotra,20,21,44,90,Low,Single,Graduate,No formal education,Manager,Clerk,Electrical,B.Tech,0.65,Medium
Pari Reddy,87,100,85,83,High,Married,Postgraduate,Primary,Unemployed,Teacher,Civil,M.Tech,0.1,Low
Shreya Reddy,24,93,85,60,Medium,Married,Postgraduate,Primary,Manager,Laborer,Biotech,B.Com,0.35,Low
Myra Reddy,89,76,72,52,High,Married,Secondary,No formal education,Engineer,Manager,Biotech,B.Com,0.25,Low
Rohan Iyer,63,70,60,86,Low,Married,Graduate,Graduate,Engineer,Business,CSE,MBA,0.3,Low
